InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
550496,23253,,1,2011-04-18 15:05:00,15.95,,United Kingdom
554293,20735,,1,2011-05-23 14:19:00,1.63,,United Kingdom
543826,21775,,1,2011-02-14 09:41:00,2.46,,United Kingdom
551008,85099B,,2,2011-04-26 09:50:00,4.13,,United Kingdom
565396,21934,,2,2011-09-02 16:39:00,1.63,,United Kingdom
556812,23275,,1,2011-06-14 17:25:00,2.46,,United Kingdom
541104,21876,,2,2011-01-13 14:29:00,1.63,,United Kingdom
577150,21481,,2,2011-11-18 09:48:00,8.29,,United Kingdom
578344,23189,,3,2011-11-24 09:21:00,5.79,,United Kingdom
555925,22244,,1,2011-06-07 17:13:00,4.13,,United Kingdom
580729,20725,,2,2011-12-05 17:24:00,4.13,,United Kingdom
581439,82567,,3,2011-12-08 16:30:00,1.63,,United Kingdom
564754,84947,,3,2011-08-30 10:29:00,2.46,,United Kingdom
543713,21485,,3,2011-02-11 11:46:00,7.46,,United Kingdom
552670,84029G,,2,2011-05-10 15:06:00,8.29,,United Kingdom
553162,22222,,2,2011-05-13 15:53:00,9.96,,United Kingdom
539736,21207,,1,2010-12-21 15:18:00,3.36,,United Kingdom
560772,22570,,1,2011-07-20 16:12:00,7.46,,United Kingdom
556108,22616,,1,2011-06-08 17:59:00,0.83,,United Kingdom
566603,47310M,,1,2011-09-13 16:12:00,1.63,,United Kingdom
561820,21915,,1,2011-07-29 16:00:00,2.46,,United Kingdom
541827,17096,,1,2011-01-21 17:05:00,0.42,,United Kingdom
573585,22460,,2,2011-10-31 14:41:00,2.46,,United Kingdom
554512,22662,,1,2011-05-24 15:54:00,4.13,,United Kingdom
579297,23493,,2,2011-11-29 11:23:00,3.29,,United Kingdom
538566,84031B,,3,2010-12-13 11:21:00,4.21,,United Kingdom
557496,21948,,10,2011-06-20 15:19:00,2.46,,United Kingdom
539434,22255,,1,2010-12-17 14:41:00,1.66,,United Kingdom
543530,72812,,2,2011-02-09 12:46:00,4.13,,United Kingdom
553719,85017C,,1,2011-05-18 16:18:00,0.0,,United Kingdom
555510,15056N,,1,2011-06-03 17:09:00,12.46,,United Kingdom
567670,23327,,1,2011-09-21 15:32:00,1.63,,United Kingdom
580367,22340,,11,2011-12-02 16:39:00,0.83,,United Kingdom
562114,20914,,5,2011-08-02 16:14:00,5.79,,United Kingdom
541421,20718,,1,2011-01-17 17:44:00,2.46,,United Kingdom
559338,84970S,,2,2011-07-07 16:30:00,2.08,,United Kingdom
578844,84997A,,2,2011-11-25 16:14:00,8.29,,United Kingdom
578827,22631,,2,2011-11-25 14:25:00,4.13,,United Kingdom
568135,21015,,2,2011-09-23 17:04:00,0.83,,United Kingdom
561214,90197B,,1,2011-07-25 17:00:00,4.98,,United Kingdom
552681,85099C,,5,2011-05-10 15:08:00,4.13,,United Kingdom
561820,20726,,1,2011-07-29 16:00:00,4.13,,United Kingdom
576644,20676,,4,2011-11-16 10:01:00,2.46,,United Kingdom
559162,23308,,1,2011-07-06 16:29:00,1.25,,United Kingdom
574561,22960,,3,2011-11-04 15:52:00,8.29,,United Kingdom
539437,21901,,1,2010-12-17 14:54:00,1.66,,United Kingdom
548194,21621,,1,2011-03-29 15:30:00,16.63,,United Kingdom
576618,22659,,4,2011-11-15 17:00:00,4.13,,United Kingdom
543358,21891,,1,2011-02-07 14:04:00,2.46,,United Kingdom
564760,23124,,1,2011-08-30 10:47:00,2.46,,United Kingdom
576837,21739,,1,2011-11-16 15:16:00,2.46,,United Kingdom
537237,22962,,2,2010-12-06 09:58:00,1.66,,United Kingdom
C545887,BANK CHARGES,,-1,2011-03-07 15:54:00,326.68,,United Kingdom
548893,22469,,4,2011-04-04 15:54:00,3.29,,United Kingdom
581439,23093,,3,2011-12-08 16:30:00,4.96,,United Kingdom
564221,21790,,5,2011-08-24 09:36:00,1.63,,United Kingdom
568567,22083,,2,2011-09-27 18:41:00,5.79,,United Kingdom
562955,23336,,1,2011-08-11 10:14:00,4.13,,United Kingdom
540681,22384,,1,2011-01-10 16:25:00,4.21,,United Kingdom
578833,23100,,1,2011-11-25 15:23:00,2.46,,United Kingdom
549586,22076,,2,2011-04-11 10:00:00,2.46,,United Kingdom
575477,23113,,1,2011-11-09 16:14:00,10.79,,United Kingdom
546973,22844,,1,2011-03-18 12:07:00,16.63,,United Kingdom
562715,22851,,1,2011-08-08 15:34:00,1.63,,United Kingdom
539451,17012A,,1,2010-12-17 16:59:00,2.51,,United Kingdom
562933,85053,,2,2011-08-10 16:51:00,4.13,,United Kingdom
540026,22322,,11,2011-01-04 13:25:00,0.81,,United Kingdom
573286,21154,,20,2011-10-28 14:38:00,1.25,,Switzerland
552675,22385,,3,2011-05-10 15:07:00,4.13,,United Kingdom
580115,47593B,,6,2011-12-01 16:22:00,0.83,,United Kingdom
580519,84030e,,2,2011-12-04 14:51:00,9.13,,United Kingdom
572758,16237,,1,2011-10-25 18:39:00,0.42,,United Kingdom
581238,22297,,3,2011-12-08 10:53:00,2.46,,United Kingdom
552857,21558,,1,2011-05-11 15:34:00,4.96,,United Kingdom
560926,22467,,1,2011-07-22 09:20:00,4.96,,United Kingdom
537638,84913B,,3,2010-12-07 15:28:00,3.36,,United Kingdom
564835,22515,,1,2011-08-30 12:31:00,4.13,,United Kingdom
556086,22041,,1,2011-06-08 15:24:00,4.96,,United Kingdom
570258,22379,,3,2011-10-10 09:56:00,4.96,,United Kingdom
544928,22792,,6,2011-02-24 18:07:00,1.63,,United Kingdom
548516,84978,,4,2011-03-31 16:28:00,2.46,,United Kingdom
555276,21122,,1,2011-06-01 17:28:00,2.46,,United Kingdom
543909,22440,,2,2011-02-14 12:32:00,0.83,,United Kingdom
543097,20828,,3,2011-02-03 11:41:00,4.96,,United Kingdom
559052,21174,,1,2011-07-05 16:53:00,4.13,,United Kingdom
567665,82583,,1,2011-09-21 15:22:00,4.13,,United Kingdom
556081,22386,,2,2011-06-08 15:22:00,4.13,,United Kingdom
546892,22719,,2,2011-03-17 18:20:00,2.46,,United Kingdom
579777,22041,,2,2011-11-30 15:13:00,4.96,,United Kingdom
576329,21876,,1,2011-11-14 15:22:00,3.29,,United Kingdom
540995,21402,,2,2011-01-13 09:30:00,0.83,,United Kingdom
558475,20914,,2,2011-06-29 15:58:00,5.79,,United Kingdom
543985,21094,,1,2011-02-15 09:44:00,0.83,,United Kingdom
541811,22507,,1,2011-01-21 15:01:00,10.79,,United Kingdom
570187,21731,,1,2011-10-07 15:09:00,3.29,,United Kingdom
547967,35911A,,1,2011-03-28 15:49:00,0.83,,United Kingdom
579777,21739,,2,2011-11-30 15:13:00,2.46,,United Kingdom
561209,22727,,2,2011-07-25 16:57:00,7.46,,United Kingdom
562933,23012,,1,2011-08-10 16:51:00,8.29,,United Kingdom
576840,23256,,1,2011-11-16 15:23:00,8.29,,United Kingdom
571508,84997C,,1,2011-10-17 15:27:00,8.29,,United Kingdom
579512,22124,,4,2011-11-29 16:47:00,2.46,,United Kingdom
538880,72349b,,2,2010-12-14 15:52:00,4.21,,United Kingdom
568408,22631,,2,2011-09-27 10:40:00,4.13,,United Kingdom
545333,22697,,7,2011-03-01 16:22:00,5.79,,United Kingdom
542255,22228,,1,2011-01-26 16:43:00,1.63,,United Kingdom
538177,21641,,2,2010-12-10 09:51:00,1.66,,United Kingdom
578344,84923,,1,2011-11-24 09:21:00,4.13,,United Kingdom
576617,21222,,1,2011-11-15 16:57:00,2.46,,United Kingdom
537642,22623,,1,2010-12-07 15:33:00,11.02,,United Kingdom
544812,85061W,,1,2011-02-23 15:58:00,1.63,,United Kingdom
574074,90141C,,1,2011-11-02 15:33:00,5.4,,United Kingdom
580367,84030E,,1,2011-12-02 16:39:00,8.29,,United Kingdom
541809,22499,,1,2011-01-21 14:58:00,8.29,,United Kingdom
562934,23071,,1,2011-08-10 16:56:00,12.5,,United Kingdom
576617,23286,,1,2011-11-15 16:57:00,1.63,,United Kingdom
545216,82482,,1,2011-02-28 16:50:00,4.96,,United Kingdom
566221,23203,,3,2011-09-09 16:13:00,4.13,,United Kingdom
540995,20998,,2,2011-01-13 09:30:00,3.29,,United Kingdom
554511,22469,,4,2011-05-24 15:52:00,3.29,,United Kingdom
536544,85015,,1,2010-12-01 14:32:00,2.51,,United Kingdom
553148,84580,,4,2011-05-13 14:09:00,3.75,,Hong Kong
541421,21876,,2,2011-01-17 17:44:00,1.63,,United Kingdom
548191,85186C,,6,2011-03-29 15:20:00,0.83,,United Kingdom
554958,21218,,1,2011-05-27 15:17:00,8.29,,United Kingdom
566577,22144,,1,2011-09-13 13:29:00,4.13,,United Kingdom
580983,23695,,1,2011-12-06 16:26:00,0.83,,United Kingdom
559163,21033,,1,2011-07-06 16:33:00,2.46,,United Kingdom
540154,21876,,1,2011-01-05 11:30:00,1.66,,United Kingdom
545215,21340,,1,2011-02-28 16:47:00,24.96,,United Kingdom
564840,22962,,2,2011-08-30 12:49:00,1.63,,United Kingdom
537237,20754,,1,2010-12-06 09:58:00,4.21,,United Kingdom
550740,21238,,1,2011-04-20 11:33:00,1.63,,United Kingdom
555336,22382,,2,2011-06-02 11:13:00,1.65,,United Kingdom
569374,23328,,2,2011-10-03 16:14:00,7.46,,United Kingdom
539631,22969,,7,2010-12-20 15:03:00,3.36,,United Kingdom
580115,21993,,2,2011-12-01 16:22:00,2.46,,United Kingdom
573585,23177,,3,2011-10-31 14:41:00,4.58,,United Kingdom
558777,21991,,1,2011-07-04 10:23:00,2.46,,United Kingdom
558475,15058B,,2,2011-06-29 15:58:00,10.79,,United Kingdom
546884,22427,,1,2011-03-17 18:08:00,11.63,,United Kingdom
547219,22396,,6,2011-03-21 14:51:00,1.25,,United Kingdom
550458,22386,,5,2011-04-18 13:13:00,4.13,,United Kingdom
555924,84950,,18,2011-06-07 17:12:00,1.38,,United Kingdom
561513,21650,,1,2011-07-27 15:12:00,0.83,,United Kingdom
537425,84968F,,-20,2010-12-06 15:35:00,0.0,,United Kingdom
559055,44234,,2,2011-07-05 17:09:00,0.63,,United Kingdom
574298,23109,,2,2011-11-03 15:56:00,5.79,,United Kingdom
553545,21078,,1,2011-05-17 15:37:00,2.46,,United Kingdom
580115,23369,,1,2011-12-01 16:22:00,2.46,,United Kingdom
580115,22702,,1,2011-12-01 16:22:00,4.13,,United Kingdom
552000,82567,,1,2011-05-05 15:56:00,1.63,,United Kingdom
552000,22301,,1,2011-05-05 15:56:00,4.96,,United Kingdom
575177,23434,,2,2011-11-08 18:41:00,0.83,,United Kingdom
540026,22249,,16,2011-01-04 13:25:00,0.81,,United Kingdom
569414,21668,,18,2011-10-04 10:11:00,2.46,,United Kingdom
570690,22739,,2,2011-10-11 16:37:00,3.29,,United Kingdom
C558347,S,,-1,2011-06-28 14:47:00,16.0,,United Kingdom
576365,22910,,244,2011-11-14 17:55:00,6.95,,United Kingdom
540026,85202,,8,2011-01-04 13:25:00,0.43,,United Kingdom
576365,21914,,183,2011-11-14 17:55:00,2.95,,United Kingdom
539434,22577,,2,2010-12-17 14:41:00,1.66,,United Kingdom
547788,22101,,25,2011-03-25 12:00:00,2.46,,United Kingdom
575176,23532,,1,2011-11-08 18:29:00,10.79,,United Kingdom
559506,22729,,1,2011-07-08 15:17:00,7.46,,United Kingdom
558614,21671,,2,2011-06-30 15:56:00,3.29,,United Kingdom
561515,21094,,6,2011-07-27 15:16:00,0.83,,United Kingdom
560567,22775,,12,2011-07-19 13:57:00,2.46,,United Kingdom
576644,22187,,2,2011-11-16 10:01:00,8.29,,United Kingdom
545667,15044C,,1,2011-03-04 16:07:00,5.79,,United Kingdom
576837,22703,,1,2011-11-16 15:16:00,1.63,,United Kingdom
562715,21270,,1,2011-08-08 15:34:00,24.96,,United Kingdom
540821,22375,,1,2011-01-11 13:16:00,4.21,,United Kingdom
551007,22424,,1,2011-04-26 09:49:00,24.96,,United Kingdom
545333,85099C,,1,2011-03-01 16:22:00,4.13,,United Kingdom
544684,22089,,1,2011-02-22 16:32:00,5.79,,United Kingdom
541695,84952B,,6,2011-01-20 18:01:00,1.63,,United Kingdom
554512,23167,,2,2011-05-24 15:54:00,1.63,,United Kingdom
564757,23014,,1,2011-08-30 10:36:00,8.29,,United Kingdom
551719,20711,,6,2011-05-03 16:09:00,2.08,,United Kingdom
581217,84032A,,4,2011-12-08 09:20:00,3.29,,United Kingdom
541104,22110,,8,2011-01-13 14:29:00,3.29,,United Kingdom
573989,23091,,2,2011-11-02 11:14:00,0.0,,United Kingdom
557644,84969,,1,2011-06-21 17:06:00,3.29,,United Kingdom
565847,84378,,1,2011-09-07 12:44:00,3.29,,United Kingdom
566577,15056bl,,1,2011-09-13 13:29:00,12.46,,United Kingdom
545667,22367,,1,2011-03-04 16:07:00,4.13,,United Kingdom
576617,23121,,2,2011-11-15 16:57:00,1.25,,United Kingdom
540681,22630,,1,2011-01-10 16:25:00,4.21,,United Kingdom
543097,37450,,1,2011-02-03 11:41:00,5.79,,United Kingdom
577803,21977,,1,2011-11-21 17:28:00,0.55,,United Kingdom
571082,85131D,,1,2011-10-13 15:25:00,0.83,,United Kingdom
575875,22910,,4,2011-11-11 13:06:00,5.79,,United Kingdom
562933,21900,,1,2011-08-10 16:51:00,1.63,,United Kingdom
543358,21012,,2,2011-02-07 14:04:00,2.46,,United Kingdom
566757,22629,,1,2011-09-14 15:54:00,4.13,,United Kingdom
548894,23177,,1,2011-04-04 16:01:00,4.58,,United Kingdom
569202,20978,,2,2011-09-30 17:22:00,2.46,,United Kingdom
565841,22558,,1,2011-09-07 12:04:00,3.29,,United Kingdom
552674,22502,,2,2011-05-10 15:07:00,8.29,,United Kingdom
578844,21821,,2,2011-11-25 16:14:00,7.46,,United Kingdom
578344,84992,,1,2011-11-24 09:21:00,1.25,,United Kingdom
537638,90003B,,1,2010-12-07 15:28:00,3.81,,United Kingdom
575177,22687,,1,2011-11-08 18:41:00,16.63,,United Kingdom
580730,22109,,3,2011-12-05 17:28:00,7.46,,United Kingdom
536592,21249,,1,2010-12-01 17:06:00,5.91,,United Kingdom
553890,85040A,,1,2011-05-19 16:32:00,3.29,,United Kingdom
545715,22385,,2,2011-03-07 10:13:00,4.13,,United Kingdom
541422,84968D,,3,2011-01-17 17:48:00,8.29,,United Kingdom
545568,22860,,1,2011-03-03 16:22:00,3.29,,United Kingdom
552687,85099B,,3,2011-05-10 15:09:00,4.13,,United Kingdom
581238,22278,,3,2011-12-08 10:53:00,10.79,,United Kingdom
561820,72598,,2,2011-07-29 16:00:00,1.63,,United Kingdom
550987,22243,,1,2011-04-21 18:10:00,3.29,,United Kingdom
544186,20831,,3,2011-02-16 15:55:00,4.13,,United Kingdom
580674,22059,,3,2011-12-05 14:31:00,0.39,,United Kingdom
578844,22112,,7,2011-11-25 16:14:00,4.95,,United Kingdom
577078,23373,,1,2011-11-17 15:17:00,1.63,,United Kingdom
552232,22156,,1,2011-05-06 15:54:00,1.63,,United Kingdom
538349,22816,,7,2010-12-10 14:59:00,0.85,,United Kingdom
568949,22604,,2,2011-09-29 15:13:00,4.96,,United Kingdom
547386,22133,,1,2011-03-22 15:52:00,1.63,,United Kingdom
558475,22381,,3,2011-06-29 15:58:00,4.13,,United Kingdom
578065,22189,,1,2011-11-22 15:41:00,8.29,,United Kingdom
538566,21328,,1,2010-12-13 11:21:00,3.36,,United Kingdom
576644,23199,,14,2011-11-16 10:01:00,4.13,,United Kingdom
548203,21506,,84,2011-03-29 16:41:00,1.0,,United Kingdom
544207,22196,,3,2011-02-17 10:34:00,1.63,,United Kingdom
569545,22169,,1,2011-10-04 16:37:00,16.63,,United Kingdom
541695,22041,,4,2011-01-20 18:01:00,4.96,,United Kingdom
565847,48185,,2,2011-09-07 12:44:00,14.13,,United Kingdom
539457,M,,2,2010-12-17 17:24:00,1.0,,United Kingdom
558614,48116,,2,2011-06-30 15:56:00,7.95,,United Kingdom
555275,21559,,1,2011-06-01 17:18:00,4.96,,United Kingdom
573286,21154,,4,2011-10-28 14:38:00,1.25,,Switzerland
576837,23330,,2,2011-11-16 15:16:00,2.46,,United Kingdom
539741,22699,,1,2010-12-21 15:20:00,5.91,,United Kingdom
572680,23424,,3,2011-10-25 13:48:00,4.95,,Portugal
564755,23196,,1,2011-08-30 10:31:00,3.29,,United Kingdom
550470,21246,,1,2011-04-18 13:49:00,4.13,,United Kingdom
539492,20961,,1,2010-12-20 10:14:00,2.51,,United Kingdom
538351,22147,,6,2010-12-10 15:17:00,4.21,,United Kingdom
577844,21155,,7,2011-11-22 10:41:00,4.96,,United Kingdom
540154,90163A,,1,2011-01-05 11:30:00,7.64,,United Kingdom
556427,22041,,1,2011-06-10 13:23:00,4.96,,United Kingdom
580367,22371,,5,2011-12-02 16:39:00,8.29,,United Kingdom
550987,21401,,1,2011-04-21 18:10:00,0.42,,United Kingdom
547042,85186A,,1,2011-03-20 11:00:00,0.83,,United Kingdom
551020,22719,,-110,2011-04-26 11:19:00,0.0,,United Kingdom
546653,22200,,1,2011-03-15 14:18:00,8.29,,United Kingdom
551995,22090,,1,2011-05-05 15:42:00,5.79,,United Kingdom
552232,21864,,1,2011-05-06 15:54:00,4.13,,United Kingdom
567673,85099B,,2,2011-09-21 15:43:00,4.13,,United Kingdom
578149,21156,,5,2011-11-23 11:11:00,4.13,,United Kingdom
554956,22355,,146,2011-05-27 15:17:00,2.46,,United Kingdom
536544,22845,,2,2010-12-01 14:32:00,6.35,,United Kingdom
575844,11001,,1,2011-11-11 12:04:00,1.69,,United Kingdom
563930,23005,,1,2011-08-21 15:43:00,0.42,,United Kingdom
539958,84692,,1,2010-12-23 13:26:00,0.85,,United Kingdom
550207,47566b,,1,2011-04-15 10:38:00,8.29,,United Kingdom
575875,22378,,3,2011-11-11 13:06:00,4.13,,United Kingdom
580729,23129,,1,2011-12-05 17:24:00,8.29,,United Kingdom
539437,22896,,1,2010-12-17 14:54:00,5.06,,United Kingdom
541878,22379,,2,2011-01-24 10:28:00,4.96,,United Kingdom
548166,21931,,2,2011-03-29 13:45:00,4.13,,United Kingdom
553543,22607,,1,2011-05-17 15:35:00,20.79,,United Kingdom
538566,22469,,13,2010-12-13 11:21:00,3.36,,United Kingdom
569898,22910,,1,2011-10-06 16:08:00,5.79,,United Kingdom
537434,21524,,1,2010-12-06 16:57:00,14.43,,United Kingdom
544599,23002,,1,2011-02-21 18:15:00,0.83,,United Kingdom
551995,84536A,,3,2011-05-05 15:42:00,0.83,,United Kingdom
578067,23123,,1,2011-11-22 15:43:00,1.63,,United Kingdom
570688,22572,,2,2011-10-11 16:29:00,1.63,,United Kingdom
539437,35651,,1,2010-12-17 14:54:00,16.13,,United Kingdom
580367,22593,,6,2011-12-02 16:39:00,1.63,,United Kingdom
567901,21314,,1,2011-09-22 16:28:00,4.13,,United Kingdom
552000,21380,,1,2011-05-05 15:56:00,5.79,,United Kingdom
568567,23170,,2,2011-09-27 18:41:00,3.29,,United Kingdom
538566,85227,,1,2010-12-13 11:21:00,1.66,,United Kingdom
542867,22630,,3,2011-02-01 12:22:00,1.95,,United Kingdom
540681,21633,,2,2011-01-10 16:25:00,8.47,,United Kingdom
557324,23021,,2,2011-06-20 09:41:00,8.29,,United Kingdom
579508,22613,,2,2011-11-29 16:33:00,1.63,,United Kingdom
566603,82580,,1,2011-09-13 16:12:00,1.25,,United Kingdom
560434,20996,,1,2011-07-18 15:56:00,0.42,,United Kingdom
541809,20960,,3,2011-01-21 14:59:00,2.46,,United Kingdom
540977,22641,,1,2011-01-12 15:01:00,1.66,,United Kingdom
541971,22904,,1,2011-01-24 13:48:00,5.79,,United Kingdom
546008,21843,,1,2011-03-08 15:43:00,20.79,,United Kingdom
571931,22437,,2,2011-10-19 16:59:00,1.63,,United Kingdom
562843,23209,,1,2011-08-09 17:37:00,4.13,,United Kingdom
574076,22326,,1,2011-11-02 15:38:00,5.79,,United Kingdom
574856,22199,,1,2011-11-07 12:06:00,8.29,,United Kingdom
541221,22417,,1,2011-01-14 14:28:00,2.08,,United Kingdom
551997,85099C,,3,2011-05-05 15:47:00,2.08,,United Kingdom
570761,90141E,,2,2011-10-12 11:41:00,4.95,,United Kingdom
550636,22424,,1,2011-04-19 15:37:00,24.96,,United Kingdom
578827,22551,,1,2011-11-25 14:25:00,3.29,,United Kingdom
575930,21175,,1,2011-11-11 17:58:00,4.96,,United Kingdom
546651,22966,,1,2011-03-15 14:17:00,2.46,,United Kingdom
577358,22759,,1,2011-11-18 15:59:00,3.29,,United Kingdom
538349,22748,,1,2010-12-10 14:59:00,4.21,,United Kingdom
559817,22807,,1,2011-07-12 16:20:00,2.46,,United Kingdom
566446,85131B,,2,2011-09-12 15:40:00,0.83,,United Kingdom
560773,22090,,1,2011-07-20 16:17:00,5.79,,United Kingdom
554960,47590b,,2,2011-05-27 15:18:00,10.79,,United Kingdom
539436,22792,,4,2010-12-17 14:49:00,1.66,,United Kingdom
579694,21452,,1,2011-11-30 14:11:00,4.96,,United Kingdom
579187,51014A,,2,2011-11-28 15:31:00,0.83,,United Kingdom
557502,22963,,4,2011-06-20 15:32:00,1.63,,United Kingdom
546138,21815,,-300,2011-03-09 16:34:00,0.0,,United Kingdom
537666,22716,,1,2010-12-07 18:36:00,0.85,,United Kingdom
540418,85131B,,5,2011-01-07 11:04:00,0.85,,United Kingdom
580146,84030e,,3,2011-12-02 10:07:00,9.13,,United Kingdom
542255,85188B,,1,2011-01-26 16:43:00,1.63,,United Kingdom
580148,21770,,1,2011-12-02 10:08:00,9.96,,United Kingdom
571082,85152,,1,2011-10-13 15:25:00,4.13,,United Kingdom
570187,21112,,1,2011-10-07 15:09:00,5.79,,United Kingdom
571932,21731,,1,2011-10-19 17:21:00,1.65,,United Kingdom
541971,90134,,1,2011-01-24 13:48:00,2.9,,United Kingdom
540848,21670,,3,2011-01-12 09:26:00,2.51,,United Kingdom
561218,21918,,1,2011-07-25 17:11:00,0.83,,United Kingdom
559052,84949,,2,2011-07-05 16:53:00,3.29,,United Kingdom
566603,21935,,1,2011-09-13 16:12:00,1.63,,United Kingdom
540832,22112,,29,2011-01-11 14:42:00,5.79,,United Kingdom
541219,35471D,,2,2011-01-14 14:06:00,2.46,,United Kingdom
574856,22812,,3,2011-11-07 12:06:00,4.13,,United Kingdom
581217,23322,,1,2011-12-08 09:20:00,5.79,,United Kingdom
546649,21094,,3,2011-03-15 14:17:00,2.46,,United Kingdom
574076,20775,,2,2011-11-02 15:38:00,1.63,,United Kingdom
571500,23391,,1,2011-10-17 15:09:00,4.15,,United Kingdom
547042,85208,,1,2011-03-20 11:00:00,4.13,,United Kingdom
568949,22069,,1,2011-09-29 15:13:00,3.29,,United Kingdom
556812,23242,,2,2011-06-14 17:25:00,4.13,,United Kingdom
537638,90187B,,1,2010-12-07 15:28:00,3.39,,United Kingdom
550542,48129,,1,2011-04-19 11:37:00,15.79,,United Kingdom
552508,22714,,1,2011-05-09 16:27:00,0.83,,United Kingdom
580367,47310M,,1,2011-12-02 16:39:00,1.63,,United Kingdom
537240,22625,,1,2010-12-06 10:08:00,16.98,,United Kingdom
551997,84249A,,1,2011-05-05 15:47:00,0.83,,United Kingdom
539747,20970,,1,2010-12-21 15:23:00,7.62,,United Kingdom
550740,22356,,17,2011-04-20 11:33:00,2.46,,United Kingdom
564757,21916,,2,2011-08-30 10:36:00,0.83,,United Kingdom
552514,21913,,1,2011-05-09 16:30:00,7.46,,United Kingdom
546892,84763,,4,2011-03-17 18:20:00,2.46,,United Kingdom
551995,22868,,1,2011-05-05 15:42:00,4.13,,United Kingdom
559052,72128,,1,2011-07-05 16:53:00,1.63,,United Kingdom
552229,22197,,1,2011-05-06 15:40:00,1.63,,United Kingdom
562955,23299,,1,2011-08-11 10:14:00,7.46,,United Kingdom
562225,22383,,1,2011-08-03 14:36:00,1.65,,United Kingdom
541421,20801,,4,2011-01-17 17:44:00,2.46,,United Kingdom
551012,21239,,2,2011-04-26 10:32:00,1.63,,United Kingdom
580367,22979,,2,2011-12-02 16:39:00,3.29,,United Kingdom
570187,22975,,2,2011-10-07 15:09:00,2.46,,United Kingdom
541133,21035,,1,2011-01-14 10:17:00,5.79,,United Kingdom
541497,22263,,1,2011-01-18 15:19:00,0.79,,United Kingdom
564755,23067,,1,2011-08-30 10:31:00,8.29,,United Kingdom
539595,70007,,2,2010-12-20 13:43:00,3.36,,United Kingdom
537434,22659,,3,2010-12-06 16:57:00,4.21,,United Kingdom
537434,85125,,2,2010-12-06 16:57:00,10.17,,United Kingdom
536544,35095B,,1,2010-12-01 14:32:00,0.84,,United Kingdom
570871,21015,,3,2011-10-12 16:36:00,0.83,,United Kingdom
562553,23228,,2,2011-08-05 16:34:00,2.46,,United Kingdom
577844,20728,,2,2011-11-22 10:41:00,4.96,,United Kingdom
575477,16237,,2,2011-11-09 16:14:00,0.42,,United Kingdom
545078,22219,,1,2011-02-28 10:15:00,1.63,,United Kingdom
572549,23534,,2,2011-10-24 17:03:00,12.46,,United Kingdom
549524,21974,,1,2011-04-08 15:42:00,2.92,,United Kingdom
559040,21080,,2,2011-07-05 15:33:00,2.46,,United Kingdom
571257,21991,,1,2011-10-14 17:17:00,2.46,,United Kingdom
553541,21931,,11,2011-05-17 15:33:00,4.13,,United Kingdom
546388,84029E,,1,2011-03-11 13:42:00,7.46,,United Kingdom
540468,22438,,3,2011-01-07 13:55:00,1.66,,United Kingdom
577078,23451,,1,2011-11-17 15:17:00,4.13,,United Kingdom
564841,20724,,13,2011-08-30 13:42:00,2.46,,United Kingdom
562933,82580,,2,2011-08-10 16:51:00,1.25,,United Kingdom
551004,22090,,1,2011-04-26 09:48:00,6.63,,United Kingdom
562417,20711,,2,2011-08-04 16:32:00,4.13,,United Kingdom
543358,85185B,,1,2011-02-07 14:04:00,5.79,,United Kingdom
550499,85103,,1,2011-04-18 15:16:00,13.29,,United Kingdom
545464,22470,,1,2011-03-03 09:10:00,2.95,,United Kingdom
548203,22492,,30,2011-03-29 16:40:00,1.95,,United Kingdom
559923,82486,,1,2011-07-13 16:07:00,16.63,,United Kingdom
541130,84884a,,1,2011-01-14 10:15:00,8.29,,United Kingdom
562843,21205,,3,2011-08-09 17:37:00,4.96,,United Kingdom
551997,21090,,3,2011-05-05 15:47:00,0.83,,United Kingdom
581439,23301,,6,2011-12-08 16:30:00,3.29,,United Kingdom
547967,22494,,2,2011-03-28 15:49:00,2.46,,United Kingdom
575176,22900,,1,2011-11-08 18:29:00,6.63,,United Kingdom
542536,21934,,4,2011-01-28 13:37:00,3.29,,United Kingdom
544776,22151,,9,2011-02-23 11:39:00,1.63,,United Kingdom
549524,47566,,1,2011-04-08 15:42:00,10.79,,United Kingdom
559338,22723,,2,2011-07-07 16:30:00,3.29,,United Kingdom
537823,22716,,1,2010-12-08 14:25:00,0.85,,United Kingdom
544684,21791,,1,2011-02-22 16:32:00,2.46,,United Kingdom
551009,85049e,,1,2011-04-26 09:50:00,3.29,,United Kingdom
538524,21430,,1,2010-12-13 09:35:00,7.62,,United Kingdom
540418,22247,,5,2011-01-07 11:04:00,0.81,,United Kingdom
568719,23188,,1,2011-09-28 16:19:00,3.29,,United Kingdom
550212,22200,,1,2011-04-15 10:41:00,8.29,,United Kingdom
543909,22646,,1,2011-02-14 12:32:00,3.29,,United Kingdom
579512,23495,,1,2011-11-29 16:47:00,2.46,,United Kingdom
580367,21918,,1,2011-12-02 16:39:00,0.83,,United Kingdom
546661,22777,,-25,2011-03-15 14:33:00,0.0,,United Kingdom
566757,72807C,,1,2011-09-14 15:54:00,8.29,,United Kingdom
547547,22241,,1,2011-03-23 15:30:00,2.46,,United Kingdom
566603,22107,,1,2011-09-13 16:12:00,3.29,,United Kingdom
577358,22337,,4,2011-11-18 15:59:00,0.63,,United Kingdom
